content,sentiment
my soul is weary of fighting the battles in this world,sad
my prayers are with the family friends amp members of as you mourn the loss of engineer ryan osler,sad
just wish i was appreciated for all i do when is it my turn to be taken care of i want a break,sad
though lately with how bad my depression has been i feel like my body is like just taking what little it can get,sad
we have left,sad
so fucking sad when the person you love doesnt try fighting for your happiness when youd do anything for them,sad
do u the facts or do u now ask questions later,sad
its interesting the photo of mono lisa is crying as well as the whole scene is very depressing,sad
the news is disheaening everything that is going on is a result of a lack of understanding and misinformation by the media,sad
never ever been this unhappy before in my life lmao,sad
worst possible decision i could have made when arriving in the uk shocking service poor coverage,sad
condolences to the jc and the georges family,sad
no one wants to win the wild card because you have to play the cubs on the road,sad
groom gloom,sad
i dont think i can go to work tomorrow since val has left i need a day to mourn,sad
good morning lovely people not gonna lie ive woken up feeling pretty glum,sad
i cant help but feel melancholic,sad
