content,sentiment
love is a feeling give it when i want it babe,happy
i dont fall in love with faces i fall in love with personalities,happy
i dont want to listen to just what you say i want to feel what you mean,happy
you dont really need someone to complete you you only need someone to accept you completely,happy
i just had to come talk with you sweetness is my weakness,happy
i dont want much just your hugs kisses and you,happy
being faithful is not hard if you really care about them,happy
i love you and you love me then why cant we be together,happy
dear hea please fall in love only when youre ready not when youre lonely,happy
love is cute when its new but love is most beautiful when it lasts,happy
love never diesonly the lover changes,happy
being in love is like being drunk no control over what you do,happy
the less you open your hea the more your hea suffers,happy
